# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
565.1         	4.4395180e-02	7.0667250e-03	1.1805910e-02	1.1892380e-02
565.2         	4.4400070e-02	7.0672850e-03	1.1806460e-02	1.1892410e-02
565.3         	4.4461070e-02	7.0678330e-03	1.1807230e-02	1.1892990e-02
565.4         	4.4445270e-02	7.0680540e-03	1.1808270e-02	1.1893820e-02
565.5         	4.4399530e-02	7.0684690e-03	1.1809000e-02	1.1894700e-02
565.6         	4.4392750e-02	7.0690810e-03	1.1809770e-02	1.1895040e-02
565.7         	4.4443840e-02	7.0697820e-03	1.1810330e-02	1.1894940e-02
565.8         	4.4456780e-02	7.0705000e-03	1.1810600e-02	1.1895250e-02
565.9         	4.4423920e-02	7.0711650e-03	1.1811050e-02	1.1895590e-02
566           	4.4433460e-02	7.0715510e-03	1.1811580e-02	1.1896520e-02
566.1         	4.4484780e-02	7.0721300e-03	1.1812130e-02	1.1897140e-02
566.2         	4.4542360e-02	7.0726520e-03	1.1812960e-02	1.1897940e-02
566.3         	4.4498730e-02	7.0733200e-03	1.1813850e-02	1.1898160e-02
566.4         	4.4510310e-02	7.0738910e-03	1.1814690e-02	1.1898690e-02
566.5         	4.4526570e-02	7.0745650e-03	1.1815300e-02	1.1899010e-02
566.6         	4.4471310e-02	7.0748950e-03	1.1815960e-02	1.1899780e-02
566.7         	4.4481930e-02	7.0749820e-03	1.1816590e-02	1.1900410e-02
566.8         	4.4505690e-02	7.0751500e-03	1.1817230e-02	1.1901050e-02
566.9         	4.4497200e-02	7.0756270e-03	1.1817750e-02	1.1901810e-02
567           	4.4506740e-02	7.0760750e-03	1.1818210e-02	1.1902870e-02
567.1         	4.4509890e-02	7.0766890e-03	1.1818820e-02	1.1903880e-02
567.2         	4.4469660e-02	7.0775600e-03	1.1819380e-02	1.1904460e-02
567.3         	4.4463990e-02	7.0784390e-03	1.1819680e-02	1.1904750e-02
567.4         	4.4494500e-02	7.0789380e-03	1.1820240e-02	1.1905160e-02
567.5         	4.4489980e-02	7.0797600e-03	1.1820940e-02	1.1905740e-02
567.6         	4.4465930e-02	7.0805800e-03	1.1821460e-02	1.1906090e-02
567.7         	4.4474800e-02	7.0812270e-03	1.1821870e-02	1.1906840e-02
567.8         	4.4581510e-02	7.0818780e-03	1.1822150e-02	1.1907440e-02
567.9         	4.4531100e-02	7.0823990e-03	1.1822450e-02	1.1907980e-02
568           	4.4525950e-02	7.0830930e-03	1.1822810e-02	1.1908190e-02
568.1         	4.4534990e-02	7.0835330e-03	1.1823200e-02	1.1908550e-02
568.2         	4.4519700e-02	7.0838190e-03	1.1823570e-02	1.1909260e-02
568.3         	4.4516540e-02	7.0842200e-03	1.1823850e-02	1.1909860e-02
568.4         	4.4521980e-02	7.0849280e-03	1.1824360e-02	1.1910340e-02
568.5         	4.4569410e-02	7.0853960e-03	1.1825230e-02	1.1911210e-02
568.6         	4.4580650e-02	7.0860080e-03	1.1826140e-02	1.1911700e-02
568.7         	4.4532560e-02	7.0869230e-03	1.1826810e-02	1.1912070e-02
568.8         	4.4530470e-02	7.0876780e-03	1.1827400e-02	1.1912360e-02
568.9         	4.4559210e-02	7.0881680e-03	1.1827700e-02	1.1912660e-02
569           	4.4487590e-02	7.0884550e-03	1.1827880e-02	1.1912890e-02
569.1         	4.4559620e-02	7.0889800e-03	1.1828080e-02	1.1913570e-02
569.2         	4.4554220e-02	7.0894100e-03	1.1828660e-02	1.1914030e-02
569.3         	4.4556300e-02	7.0899110e-03	1.1829580e-02	1.1914820e-02
569.4         	4.4552380e-02	7.0907270e-03	1.1830460e-02	1.1915630e-02
569.5         	4.4562510e-02	7.0910310e-03	1.1830830e-02	1.1916210e-02
569.6         	4.4543730e-02	7.0915000e-03	1.1830960e-02	1.1916620e-02
569.7         	4.4532920e-02	7.0920700e-03	1.1831590e-02	1.1916590e-02
569.8         	4.4578930e-02	7.0924260e-03	1.1832140e-02	1.1916750e-02
569.9         	4.4530530e-02	7.0923870e-03	1.1832570e-02	1.1916850e-02
570           	4.4635260e-02	7.0925910e-03	1.1832730e-02	1.1917210e-02
570.1         	4.4587600e-02	7.0929100e-03	1.1833200e-02	1.1917570e-02
570.2         	4.4629730e-02	7.0933820e-03	1.1833760e-02	1.1917730e-02
570.3         	4.4576190e-02	7.0937390e-03	1.1834510e-02	1.1918260e-02
570.4         	4.4484250e-02	7.0941800e-03	1.1835280e-02	1.1919040e-02
570.5         	4.4475440e-02	7.0943870e-03	1.1836190e-02	1.1920000e-02
570.6         	4.4505570e-02	7.0947250e-03	1.1837070e-02	1.1920450e-02
570.7         	4.4476350e-02	7.0950840e-03	1.1837890e-02	1.1920820e-02
570.8         	4.4482270e-02	7.0957240e-03	1.1838130e-02	1.1920770e-02
570.9         	4.4501610e-02	7.0963880e-03	1.1838430e-02	1.1920870e-02
571           	4.4562770e-02	7.0968140e-03	1.1838730e-02	1.1921120e-02
571.1         	4.4548340e-02	7.0970380e-03	1.1838960e-02	1.1921540e-02
571.2         	4.4507320e-02	7.0974570e-03	1.1838760e-02	1.1922270e-02
571.3         	4.4535250e-02	7.0979110e-03	1.1838730e-02	1.1922970e-02
571.4         	4.4489350e-02	7.0985300e-03	1.1839110e-02	1.1923300e-02
571.5         	4.4549910e-02	7.0990430e-03	1.1839320e-02	1.1923410e-02
571.6         	4.4473010e-02	7.0996750e-03	1.1839880e-02	1.1923370e-02
571.7         	4.4467450e-02	7.1000530e-03	1.1840070e-02	1.1923610e-02
571.8         	4.4545100e-02	7.1003520e-03	1.1840190e-02	1.1923960e-02
571.9         	4.4505810e-02	7.1009880e-03	1.1839960e-02	1.1924390e-02
572           	4.4593840e-02	7.1017630e-03	1.1839990e-02	1.1924160e-02
572.1         	4.4540140e-02	7.1020640e-03	1.1839790e-02	1.1924170e-02
572.2         	4.4525160e-02	7.1022110e-03	1.1839830e-02	1.1924460e-02
572.3         	4.4502000e-02	7.1024930e-03	1.1839950e-02	1.1924890e-02
572.4         	4.4552280e-02	7.1026640e-03	1.1840170e-02	1.1925270e-02
572.5         	4.4596070e-02	7.1027670e-03	1.1840140e-02	1.1924960e-02
572.6         	4.4570800e-02	7.1031080e-03	1.1839790e-02	1.1924730e-02
572.7         	4.4543480e-02	7.1036710e-03	1.1839610e-02	1.1924060e-02
572.8         	4.4522010e-02	7.1038450e-03	1.1839570e-02	1.1924000e-02
572.9         	4.4520070e-02	7.1039940e-03	1.1839420e-02	1.1924360e-02
573           	4.4587030e-02	7.1040790e-03	1.1839350e-02	1.1924940e-02
573.1         	4.4534350e-02	7.1041340e-03	1.1839360e-02	1.1925410e-02
573.2         	4.4553830e-02	7.1042350e-03	1.1839480e-02	1.1925510e-02
573.3         	4.4573390e-02	7.1046050e-03	1.1839440e-02	1.1925230e-02
573.4         	4.4638670e-02	7.1051350e-03	1.1838990e-02	1.1924780e-02
573.5         	4.4601300e-02	7.1057720e-03	1.1839150e-02	1.1924800e-02
573.6         	4.4575750e-02	7.1061410e-03	1.1839190e-02	1.1925330e-02
573.7         	4.4595880e-02	7.1066700e-03	1.1839030e-02	1.1925860e-02
573.8         	4.4558790e-02	7.1067610e-03	1.1838800e-02	1.1926390e-02
573.9         	4.4581310e-02	7.1070260e-03	1.1838910e-02	1.1926410e-02
574           	4.4526870e-02	7.1074620e-03	1.1838900e-02	1.1926010e-02
574.1         	4.4564550e-02	7.1080280e-03	1.1838780e-02	1.1925900e-02
574.2         	4.4631080e-02	7.1086890e-03	1.1839000e-02	1.1925830e-02
574.3         	4.4647620e-02	7.1090780e-03	1.1839000e-02	1.1925760e-02
574.4         	4.4649860e-02	7.1095190e-03	1.1839240e-02	1.1925860e-02
574.5         	4.4620100e-02	7.1101880e-03	1.1839720e-02	1.1925940e-02
574.6         	4.4609700e-02	7.1105940e-03	1.1840440e-02	1.1925740e-02
574.7         	4.4665320e-02	7.1111150e-03	1.1840670e-02	1.1925830e-02
574.8         	4.4662700e-02	7.1119370e-03	1.1840680e-02	1.1925620e-02
574.9         	4.4629320e-02	7.1127560e-03	1.1840540e-02	1.1925000e-02
575           	4.4626180e-02	7.1132880e-03	1.1840510e-02	1.1925070e-02
575.1         	4.4630630e-02	7.1137160e-03	1.1840450e-02	1.1925040e-02
575.2         	4.4601370e-02	7.1141920e-03	1.1840660e-02	1.1925150e-02
575.3         	4.4613630e-02	7.1145540e-03	1.1840970e-02	1.1925090e-02
575.4         	4.4591940e-02	7.1149480e-03	1.1841230e-02	1.1924480e-02
575.5         	4.4610370e-02	7.1152800e-03	1.1841120e-02	1.1923600e-02
575.6         	4.4609530e-02	7.1159430e-03	1.1841400e-02	1.1923240e-02
575.7         	4.4601390e-02	7.1168000e-03	1.1841820e-02	1.1922950e-02
575.8         	4.4509720e-02	7.1175620e-03	1.1842240e-02	1.1922470e-02
575.9         	4.4554990e-02	7.1180030e-03	1.1842480e-02	1.1922580e-02
576           	4.4611760e-02	7.1182100e-03	1.1842630e-02	1.1922550e-02
576.1         	4.4522200e-02	7.1185460e-03	1.1842730e-02	1.1922390e-02
576.2         	4.4501880e-02	7.1189690e-03	1.1842930e-02	1.1921800e-02
576.3         	4.4544970e-02	7.1191350e-03	1.1842880e-02	1.1921400e-02
576.4         	4.4565080e-02	7.1193300e-03	1.1842620e-02	1.1920720e-02
576.5         	4.4575240e-02	7.1198310e-03	1.1842600e-02	1.1920260e-02
576.6         	4.4572070e-02	7.1200980e-03	1.1842760e-02	1.1919780e-02
576.7         	4.4513410e-02	7.1202350e-03	1.1843440e-02	1.1919570e-02
576.8         	4.4461080e-02	7.1205510e-03	1.1843940e-02	1.1918840e-02
576.9         	4.4487500e-02	7.1208680e-03	1.1844030e-02	1.1918390e-02
577           	4.4536490e-02	7.1212800e-03	1.1844140e-02	1.1918180e-02
577.1         	4.4510450e-02	7.1217690e-03	1.1844300e-02	1.1917680e-02
577.2         	4.4509900e-02	7.1221270e-03	1.1844670e-02	1.1916790e-02
577.3         	4.4513490e-02	7.1225270e-03	1.1844850e-02	1.1916060e-02
577.4         	4.4556140e-02	7.1226930e-03	1.1844750e-02	1.1915560e-02
577.5         	4.4474050e-02	7.1227180e-03	1.1844460e-02	1.1915160e-02
577.6         	4.4510890e-02	7.1230950e-03	1.1844060e-02	1.1914760e-02
577.7         	4.4526120e-02	7.1234130e-03	1.1843780e-02	1.1914330e-02
577.8         	4.4483450e-02	7.1237670e-03	1.1843840e-02	1.1913820e-02
577.9         	4.4548310e-02	7.1237840e-03	1.1843990e-02	1.1913490e-02
578           	4.4560120e-02	7.1239520e-03	1.1844100e-02	1.1913300e-02
578.1         	4.4600030e-02	7.1244940e-03	1.1844320e-02	1.1913180e-02
578.2         	4.4525320e-02	7.1250810e-03	1.1844360e-02	1.1912990e-02
578.3         	4.4564760e-02	7.1256210e-03	1.1844170e-02	1.1912980e-02
578.4         	4.4576480e-02	7.1262490e-03	1.1843880e-02	1.1912490e-02
578.5         	4.4559410e-02	7.1269100e-03	1.1843380e-02	1.1912000e-02
578.6         	4.4558980e-02	7.1276590e-03	1.1843430e-02	1.1911350e-02
578.7         	4.4539570e-02	7.1283410e-03	1.1843470e-02	1.1910980e-02
578.8         	4.4519910e-02	7.1287670e-03	1.1843150e-02	1.1910770e-02
578.9         	4.4569470e-02	7.1294670e-03	1.1842890e-02	1.1910770e-02
579           	4.4599180e-02	7.1302660e-03	1.1842750e-02	1.1911080e-02
579.1         	4.4645940e-02	7.1311490e-03	1.1843600e-02	1.1911480e-02
579.2         	4.4637260e-02	7.1316560e-03	1.1844790e-02	1.1911320e-02
579.3         	4.4618790e-02	7.1321650e-03	1.1845440e-02	1.1911460e-02
579.4         	4.4593640e-02	7.1327720e-03	1.1845620e-02	1.1911200e-02
579.5         	4.4573940e-02	7.1330690e-03	1.1845770e-02	1.1911240e-02
579.6         	4.4558490e-02	7.1333380e-03	1.1846100e-02	1.1911410e-02
579.7         	4.4623100e-02	7.1337880e-03	1.1846020e-02	1.1911660e-02
579.8         	4.4599010e-02	7.1345620e-03	1.1846190e-02	1.1911970e-02
579.9         	4.4583080e-02	7.1352180e-03	1.1846220e-02	1.1911870e-02
580           	4.4635550e-02	7.1353450e-03	1.1846390e-02	1.1911920e-02
580.1         	4.4588050e-02	7.1353870e-03	1.1846440e-02	1.1912210e-02
580.2         	4.4593120e-02	7.1356180e-03	1.1846670e-02	1.1912300e-02
580.3         	4.4602980e-02	7.1359300e-03	1.1846880e-02	1.1912370e-02
580.4         	4.4645930e-02	7.1362330e-03	1.1847090e-02	1.1912740e-02
580.5         	4.4617400e-02	7.1366160e-03	1.1847360e-02	1.1912950e-02
580.6         	4.4590560e-02	7.1369240e-03	1.1847900e-02	1.1913040e-02
580.7         	4.4583850e-02	7.1372300e-03	1.1848170e-02	1.1912930e-02
580.8         	4.4547110e-02	7.1376630e-03	1.1848610e-02	1.1912750e-02
580.9         	4.4534610e-02	7.1384800e-03	1.1848770e-02	1.1912780e-02
581           	4.4529080e-02	7.1392280e-03	1.1848850e-02	1.1912550e-02
581.1         	4.4538040e-02	7.1395830e-03	1.1848630e-02	1.1912690e-02
581.2         	4.4614870e-02	7.1400100e-03	1.1849100e-02	1.1912500e-02
581.3         	4.4598560e-02	7.1402770e-03	1.1849350e-02	1.1911880e-02
581.4         	4.4549240e-02	7.1404900e-03	1.1849750e-02	1.1911610e-02
581.5         	4.4492840e-02	7.1405350e-03	1.1850080e-02	1.1911520e-02
581.6         	4.4549530e-02	7.1406560e-03	1.1850350e-02	1.1911100e-02
581.7         	4.4531990e-02	7.1408530e-03	1.1850570e-02	1.1910730e-02
581.8         	4.4526200e-02	7.1408430e-03	1.1850190e-02	1.1910600e-02
581.9         	4.4592920e-02	7.1411000e-03	1.1849920e-02	1.1910290e-02
582           	4.4524190e-02	7.1413850e-03	1.1849920e-02	1.1910050e-02
582.1         	4.4513210e-02	7.1415410e-03	1.1850120e-02	1.1910340e-02
582.2         	4.4502460e-02	7.1414900e-03	1.1850240e-02	1.1910670e-02
582.3         	4.4516410e-02	7.1415090e-03	1.1850830e-02	1.1910510e-02
582.4         	4.4557020e-02	7.1417030e-03	1.1851700e-02	1.1910360e-02
582.5         	4.4586050e-02	7.1417370e-03	1.1851860e-02	1.1910770e-02
582.6         	4.4570610e-02	7.1420780e-03	1.1851960e-02	1.1911020e-02
582.7         	4.4528250e-02	7.1420800e-03	1.1851970e-02	1.1910720e-02
582.8         	4.4515320e-02	7.1422260e-03	1.1852160e-02	1.1909710e-02
582.9         	4.4490830e-02	7.1421290e-03	1.1852200e-02	1.1909040e-02
583           	4.4542140e-02	7.1419900e-03	1.1852000e-02	1.1908540e-02
583.1         	4.4497140e-02	7.1420730e-03	1.1852100e-02	1.1908100e-02
583.2         	4.4506050e-02	7.1419510e-03	1.1852290e-02	1.1908060e-02
583.3         	4.4552450e-02	7.1420500e-03	1.1852230e-02	1.1907730e-02
583.4         	4.4543210e-02	7.1424390e-03	1.1852240e-02	1.1907280e-02
583.5         	4.4567520e-02	7.1428130e-03	1.1852330e-02	1.1906970e-02
583.6         	4.4571930e-02	7.1430510e-03	1.1852470e-02	1.1906960e-02
583.7         	4.4543200e-02	7.1431800e-03	1.1852670e-02	1.1906860e-02
583.8         	4.4542890e-02	7.1430690e-03	1.1853150e-02	1.1906980e-02
583.9         	4.4530740e-02	7.1429700e-03	1.1853490e-02	1.1906850e-02
584           	4.4484530e-02	7.1431710e-03	1.1853500e-02	1.1906650e-02
584.1         	4.4501860e-02	7.1432790e-03	1.1853070e-02	1.1905990e-02
584.2         	4.4497810e-02	7.1435930e-03	1.1852600e-02	1.1905560e-02
584.3         	4.4531200e-02	7.1438510e-03	1.1852570e-02	1.1905160e-02
584.4         	4.4557840e-02	7.1438850e-03	1.1852700e-02	1.1904530e-02
584.5         	4.4528260e-02	7.1437680e-03	1.1853080e-02	1.1904200e-02
584.6         	4.4513290e-02	7.1438540e-03	1.1853630e-02	1.1903610e-02
584.7         	4.4424920e-02	7.1442370e-03	1.1853790e-02	1.1903410e-02
584.8         	4.4493090e-02	7.1446410e-03	1.1853530e-02	1.1903460e-02
584.9         	4.4540420e-02	7.1445100e-03	1.1853450e-02	1.1903330e-02
585           	4.4559580e-02	7.1444940e-03	1.1853560e-02	1.1903450e-02
585.1         	4.4531630e-02	7.1448040e-03	1.1853580e-02	1.1903420e-02
585.2         	4.4529280e-02	7.1449930e-03	1.1854060e-02	1.1903170e-02
585.3         	4.4547560e-02	7.1450370e-03	1.1854470e-02	1.1902980e-02
585.4         	4.4484560e-02	7.1452900e-03	1.1854430e-02	1.1902650e-02
585.5         	4.4517160e-02	7.1455770e-03	1.1854370e-02	1.1902280e-02
585.6         	4.4578720e-02	7.1455520e-03	1.1854080e-02	1.1902000e-02
585.7         	4.4556840e-02	7.1454470e-03	1.1853810e-02	1.1901860e-02
585.8         	4.4554150e-02	7.1455210e-03	1.1853370e-02	1.1901800e-02
585.9         	4.4502260e-02	7.1456790e-03	1.1853670e-02	1.1901640e-02
586           	4.4574130e-02	7.1460780e-03	1.1854290e-02	1.1901470e-02
586.1         	4.4584800e-02	7.1466440e-03	1.1854410e-02	1.1901520e-02
586.2         	4.4485870e-02	7.1468990e-03	1.1854560e-02	1.1901320e-02
586.3         	4.4499450e-02	7.1472690e-03	1.1854350e-02	1.1901230e-02
586.4         	4.4534890e-02	7.1472830e-03	1.1854190e-02	1.1901160e-02
586.5         	4.4526530e-02	7.1474570e-03	1.1854290e-02	1.1901450e-02
586.6         	4.4539620e-02	7.1476850e-03	1.1854550e-02	1.1902190e-02
586.7         	4.4534410e-02	7.1480550e-03	1.1854640e-02	1.1902650e-02
586.8         	4.4509360e-02	7.1482940e-03	1.1854800e-02	1.1902910e-02
586.9         	4.4508340e-02	7.1487410e-03	1.1854730e-02	1.1903000e-02
587           	4.4520570e-02	7.1493250e-03	1.1854540e-02	1.1903140e-02
587.1         	4.4539340e-02	7.1496670e-03	1.1854370e-02	1.1903290e-02
587.2         	4.4531040e-02	7.1500230e-03	1.1854490e-02	1.1903640e-02
587.3         	4.4594940e-02	7.1503150e-03	1.1854670e-02	1.1903980e-02
587.4         	4.4584390e-02	7.1505410e-03	1.1855120e-02	1.1904400e-02
587.5         	4.4600080e-02	7.1508670e-03	1.1855470e-02	1.1904460e-02
587.6         	4.4541750e-02	7.1513390e-03	1.1855720e-02	1.1904960e-02
587.7         	4.4545430e-02	7.1521390e-03	1.1855560e-02	1.1905330e-02
587.8         	4.4571480e-02	7.1532710e-03	1.1855520e-02	1.1905820e-02
587.9         	4.4546980e-02	7.1542320e-03	1.1856310e-02	1.1905900e-02
588           	4.4533940e-02	7.1549510e-03	1.1856840e-02	1.1906190e-02
588.1         	4.4584950e-02	7.1552960e-03	1.1857150e-02	1.1906620e-02
588.2         	4.4588910e-02	7.1556660e-03	1.1857030e-02	1.1907200e-02
588.3         	4.4616000e-02	7.1559160e-03	1.1857230e-02	1.1907850e-02
588.4         	4.4602150e-02	7.1563710e-03	1.1857710e-02	1.1908810e-02
588.5         	4.4623920e-02	7.1567810e-03	1.1857980e-02	1.1909810e-02
588.6         	4.4623500e-02	7.1573650e-03	1.1858230e-02	1.1910470e-02
588.7         	4.4599540e-02	7.1579290e-03	1.1858830e-02	1.1911490e-02
588.8         	4.4571860e-02	7.1588040e-03	1.1859970e-02	1.1912390e-02
588.9         	4.4556330e-02	7.1593310e-03	1.1861020e-02	1.1913050e-02
589           	4.4572940e-02	7.1597440e-03	1.1861620e-02	1.1913740e-02
589.1         	4.4591890e-02	7.1599090e-03	1.1861570e-02	1.1914530e-02
589.2         	4.4554670e-02	7.1600640e-03	1.1861620e-02	1.1914960e-02
589.3         	4.4576660e-02	7.1604980e-03	1.1861670e-02	1.1915040e-02
589.4         	4.4607000e-02	7.1610430e-03	1.1862110e-02	1.1915550e-02
589.5         	4.4634440e-02	7.1618510e-03	1.1862930e-02	1.1915960e-02
589.6         	4.4594840e-02	7.1621150e-03	1.1863660e-02	1.1916430e-02
589.7         	4.4619260e-02	7.1626260e-03	1.1864190e-02	1.1917050e-02
589.8         	4.4657320e-02	7.1630550e-03	1.1864510e-02	1.1917510e-02
589.9         	4.4627560e-02	7.1631000e-03	1.1864790e-02	1.1917890e-02
590           	4.4621660e-02	7.1635100e-03	1.1865110e-02	1.1918390e-02
590.1         	4.4676560e-02	7.1638550e-03	1.1865750e-02	1.1919280e-02
590.2         	4.4685730e-02	7.1645000e-03	1.1866150e-02	1.1920190e-02
590.3         	4.4649020e-02	7.1650510e-03	1.1866270e-02	1.1920780e-02
590.4         	4.4611440e-02	7.1655290e-03	1.1865920e-02	1.1920840e-02
590.5         	4.4641180e-02	7.1658690e-03	1.1866160e-02	1.1920540e-02
590.6         	4.4655210e-02	7.1662400e-03	1.1866200e-02	1.1920500e-02
590.7         	4.4645610e-02	7.1667120e-03	1.1866180e-02	1.1920560e-02
590.8         	4.4655610e-02	7.1672270e-03	1.1866500e-02	1.1920520e-02
590.9         	4.4694620e-02	7.1675020e-03	1.1867160e-02	1.1921040e-02
591           	4.4666970e-02	7.1678440e-03	1.1867670e-02	1.1921850e-02
591.1         	4.4631430e-02	7.1680050e-03	1.1867930e-02	1.1922500e-02
591.2         	4.4686010e-02	7.1681900e-03	1.1868350e-02	1.1922940e-02
591.3         	4.4664850e-02	7.1683270e-03	1.1868840e-02	1.1922780e-02
591.4         	4.4735770e-02	7.1685470e-03	1.1868530e-02	1.1922590e-02
591.5         	4.4724370e-02	7.1689080e-03	1.1868020e-02	1.1922540e-02
591.6         	4.4675530e-02	7.1688850e-03	1.1867650e-02	1.1922880e-02
591.7         	4.4672320e-02	7.1691210e-03	1.1867790e-02	1.1923430e-02
591.8         	4.4681040e-02	7.1692310e-03	1.1868180e-02	1.1924310e-02
591.9         	4.4694900e-02	7.1690660e-03	1.1868510e-02	1.1924980e-02
592           	4.4705500e-02	7.1687940e-03	1.1868680e-02	1.1925380e-02
592.1         	4.4684040e-02	7.1690310e-03	1.1868290e-02	1.1925520e-02
592.2         	4.4698710e-02	7.1692950e-03	1.1867770e-02	1.1925670e-02
592.3         	4.4716310e-02	7.1694440e-03	1.1867460e-02	1.1925410e-02
592.4         	4.4696280e-02	7.1694480e-03	1.1867240e-02	1.1925000e-02
592.5         	4.4674680e-02	7.1693940e-03	1.1867150e-02	1.1924690e-02
592.6         	4.4683980e-02	7.1692820e-03	1.1867240e-02	1.1924970e-02
592.7         	4.4637710e-02	7.1689530e-03	1.1867440e-02	1.1925470e-02
592.8         	4.4658530e-02	7.1685120e-03	1.1867870e-02	1.1925820e-02
592.9         	4.4630850e-02	7.1679330e-03	1.1868390e-02	1.1925890e-02
593           	4.4712750e-02	7.1674750e-03	1.1868470e-02	1.1925960e-02
593.1         	4.4673720e-02	7.1673130e-03	1.1868660e-02	1.1926330e-02
593.2         	4.4605970e-02	7.1669440e-03	1.1868730e-02	1.1926650e-02
593.3         	4.4644540e-02	7.1668540e-03	1.1869050e-02	1.1926350e-02
593.4         	4.4578060e-02	7.1668230e-03	1.1869360e-02	1.1925990e-02
593.5         	4.4583090e-02	7.1670250e-03	1.1869350e-02	1.1925640e-02
593.6         	4.4627560e-02	7.1671320e-03	1.1869470e-02	1.1925580e-02
593.7         	4.4649950e-02	7.1669720e-03	1.1869750e-02	1.1925410e-02
593.8         	4.4586560e-02	7.1665140e-03	1.1869580e-02	1.1925540e-02
593.9         	4.4613280e-02	7.1662630e-03	1.1869300e-02	1.1925560e-02
594           	4.4634390e-02	7.1661120e-03	1.1869430e-02	1.1925730e-02
594.1         	4.4620370e-02	7.1658470e-03	1.1869590e-02	1.1926070e-02
594.2         	4.4644970e-02	7.1658460e-03	1.1869570e-02	1.1926130e-02
594.3         	4.4594130e-02	7.1657570e-03	1.1869890e-02	1.1925870e-02
594.4         	4.4620220e-02	7.1658820e-03	1.1870100e-02	1.1925640e-02
594.5         	4.4568670e-02	7.1661590e-03	1.1870380e-02	1.1925490e-02
594.6         	4.4671070e-02	7.1661400e-03	1.1870820e-02	1.1925920e-02
594.7         	4.4550310e-02	7.1661410e-03	1.1870910e-02	1.1926250e-02
594.8         	4.4598760e-02	7.1661710e-03	1.1870410e-02	1.1926720e-02
594.9         	4.4622520e-02	7.1663430e-03	1.1869950e-02	1.1926990e-02
595           	4.4591140e-02	7.1666130e-03	1.1870060e-02	1.1926620e-02
595.1         	4.4603470e-02	7.1667750e-03	1.1870370e-02	1.1926080e-02
595.2         	4.4607590e-02	7.1666090e-03	1.1870790e-02	1.1926230e-02
595.3         	4.4628570e-02	7.1665660e-03	1.1871180e-02	1.1926620e-02
595.4         	4.4621690e-02	7.1665080e-03	1.1872430e-02	1.1927080e-02
595.5         	4.4607420e-02	7.1666420e-03	1.1873200e-02	1.1927670e-02
595.6         	4.4558830e-02	7.1667340e-03	1.1873450e-02	1.1927530e-02
595.7         	4.4534630e-02	7.1667510e-03	1.1873680e-02	1.1927330e-02
595.8         	4.4511670e-02	7.1667750e-03	1.1874250e-02	1.1927370e-02
595.9         	4.4517230e-02	7.1668820e-03	1.1874670e-02	1.1927460e-02
596           	4.4614080e-02	7.1669670e-03	1.1874960e-02	1.1927420e-02
596.1         	4.4626830e-02	7.1669410e-03	1.1875310e-02	1.1926940e-02
596.2         	4.4598040e-02	7.1669870e-03	1.1875360e-02	1.1926540e-02
596.3         	4.4515080e-02	7.1671390e-03	1.1875460e-02	1.1926780e-02
596.4         	4.4555740e-02	7.1672870e-03	1.1875500e-02	1.1926960e-02
596.5         	4.4534510e-02	7.1674760e-03	1.1875700e-02	1.1926820e-02
596.6         	4.4545990e-02	7.1675290e-03	1.1876190e-02	1.1926910e-02
596.7         	4.4559720e-02	7.1677930e-03	1.1876830e-02	1.1926750e-02
596.8         	4.4557580e-02	7.1679330e-03	1.1877210e-02	1.1926630e-02
596.9         	4.4631800e-02	7.1682170e-03	1.1877590e-02	1.1926590e-02
597           	4.4620780e-02	7.1683060e-03	1.1878260e-02	1.1926570e-02
597.1         	4.4607240e-02	7.1685330e-03	1.1878970e-02	1.1926270e-02
597.2         	4.4605540e-02	7.1688540e-03	1.1879160e-02	1.1925790e-02
597.3         	4.4586390e-02	7.1689190e-03	1.1879640e-02	1.1925010e-02
597.4         	4.4552400e-02	7.1686400e-03	1.1880290e-02	1.1924740e-02
597.5         	4.4556170e-02	7.1687630e-03	1.1880440e-02	1.1925240e-02
597.6         	4.4542300e-02	7.1689630e-03	1.1880490e-02	1.1925810e-02
597.7         	4.4547960e-02	7.1692790e-03	1.1880490e-02	1.1926090e-02
597.8         	4.4544470e-02	7.1693160e-03	1.1880260e-02	1.1925950e-02
597.9         	4.4575540e-02	7.1688090e-03	1.1879990e-02	1.1925260e-02
598           	4.4575060e-02	7.1684130e-03	1.1880420e-02	1.1924620e-02
598.1         	4.4544480e-02	7.1681650e-03	1.1881010e-02	1.1924440e-02
598.2         	4.4563250e-02	7.1677500e-03	1.1881260e-02	1.1924160e-02
598.3         	4.4578490e-02	7.1672760e-03	1.1881490e-02	1.1924100e-02
598.4         	4.4552070e-02	7.1670070e-03	1.1881540e-02	1.1923800e-02
598.5         	4.4547230e-02	7.1668340e-03	1.1881640e-02	1.1923560e-02
598.6         	4.4579730e-02	7.1666610e-03	1.1881410e-02	1.1923900e-02
598.7         	4.4577250e-02	7.1664570e-03	1.1880950e-02	1.1924400e-02
598.8         	4.4647190e-02	7.1662610e-03	1.1880410e-02	1.1924300e-02
598.9         	4.4630430e-02	7.1662470e-03	1.1880360e-02	1.1924270e-02
599           	4.4576280e-02	7.1663570e-03	1.1880470e-02	1.1924080e-02
599.1         	4.4564960e-02	7.1666530e-03	1.1880430e-02	1.1924090e-02
599.2         	4.4622690e-02	7.1667580e-03	1.1880170e-02	1.1923960e-02
